timestamp	open	high	low	close	volume	SMA50	SMA200	EMA12	EMA26	RSI	MACD	MACD_signal	MACD_hist	upper_band	middle_band	lower_band	ADX	stoch_k	stoch_d	target
2023-07-30	5.248	5.276	5.1	5.184	1630741.35															0
2023-07-31	5.183	5.261	5.046	5.109	2162179.25															1
2023-08-01	5.109	5.209	4.95	5.208	2583489.21															0
2023-08-02	5.207	5.22	5.012	5.061	1875088.24															0
2023-08-03	5.06	5.075	4.929	4.979	1578703.36															1
2023-08-04	4.978	5.046	4.939	4.993	1321512.55															0
2023-08-05	4.993	4.996	4.929	4.974	694952.49															1
2023-08-06	4.975	5.046	4.959	5.005	1124716.73															0
2023-08-07	5.006	5.049	4.835	4.971	1664265.82															1
2023-08-08	4.971	5.098	4.933	5.059	1388611.45															0
2023-08-09	5.06	5.106	4.997	5.059	1393130.31															0
2023-08-10	5.06	5.067	4.977	5.006	1155363.93			5.0506666666666655												1
2023-08-11	5.005	5.02	4.956	5.007	1022335.23			5.043948717948717												1
2023-08-12	5.008	5.044	4.997	5.04	817443.05			5.0433412228796834												0
2023-08-13	5.039	5.045	4.968	4.987	1063886.17			5.034673342436656		36.48834019204389										1
2023-08-14	4.987	5.058	4.951	4.989	1470525.11			5.027646674369477		36.675433982114654										0
2023-08-15	4.989	4.998	4.622	4.818	2154803.35			4.995393339851097		28.850083714771323										0
2023-08-16	4.817	4.842	4.531	4.672	2433575.41			4.945640518335543		24.118375045083713								32.43255295429208	36.43559352374563	0
2023-08-17	4.672	4.982	4.312	4.429	4837864.01			4.866157361668537		18.638994133082218								24.01105841189074	30.865278333855425	1
2023-08-18	4.429	4.56	4.365	4.51	2973054.24			4.811363921411839		24.773998225866855				5.34449968071507	4.953	4.561500319284931		21.398094403679764	25.947235256620857	1
2023-08-19	4.511	4.553	4.454	4.517	992385.44			4.7660771642715565		25.298234559786266				5.33937623220382	4.91965	4.499923767796179		21.8303946263644	22.413182480644963	1
2023-08-20	4.517	4.533	4.466	4.519	1000903.19			4.728065292845163		25.45807122241326				5.334697534016349	4.89015	4.445602465983652		25.60873215785054	22.945740395964894	0
2023-08-21	4.521	4.537	4.362	4.427	1589298.11			4.681747555484368		23.01823806173972				5.313937725342242	4.851100000000001	4.388262274657759		22.12426532325775	23.187797369157554	0
2023-08-22	4.427	4.45	4.25	4.423	2514612.21			4.641940239256004		22.91540824104174				5.307042843546969	4.8192	4.3313571564530315		20.25481218170545	22.662603220937907	1
2023-08-23	4.425	4.537	4.378	4.489	2111348.0			4.618410971678157		28.584434978804467				5.296983625056579	4.794700000000001	4.292416374943422		21.31575785031138	21.23161178509152	0
2023-08-24	4.489	4.517	4.368	4.424	1954030.49			4.58850159141998	4.8407307692307695	26.516171548343504				5.284584206858824	4.766250000000001	4.247915793141178		23.666099937416856	21.745556656477888	1
2023-08-25	4.422	4.496	4.357	4.49	1865483.14			4.57334750043229	4.814750712250713	31.903992480967506				5.264504390353826	4.742050000000001	4.219595609646175		26.830329911816168	23.937395899848127	1
2023-08-26	4.49	4.514	4.476	4.507	1360546.99			4.563140192673476	4.791954363195105	33.26133227140357				5.234547052562071	4.717150000000002	4.199752947437933	72.03712380677446	27.681518151815197	26.0593160003494	0
2023-08-27	4.505	4.544	4.461	4.489	1274702.18			4.551734009185249	4.769513299254727	32.52214516681208				5.205786764821815	4.693050000000001	4.180313235178188	71.02452607265984	30.363036303630356	28.291628122420565	1
2023-08-28	4.489	4.622	4.416	4.61	3101890.05			4.5606980077721335	4.757697499309932	41.87372121983472				5.155861331655347	4.670600000000002	4.185338668344657	68.94918361779054	36.504826953283555	31.516460469576362	1
2023-08-29	4.61	4.806	4.54	4.678	4406290.23			4.578744468114882	4.75179398084253	46.37178023112018				5.10306632307141	4.651550000000002	4.200033676928594	64.9569077498661	45.392498507324206	37.420120588079364	0
2023-08-30	4.678	4.68	4.5	4.534	2107999.59			4.571860703789516	4.735661093372713	39.415760551845786				5.051359718830263	4.627950000000002	4.204540281169741	61.53240778776114	48.46536726961026	43.454230910072674	0
2023-08-31	4.535	4.535	4.234	4.271	5159773.24			4.525574441668051	4.701241753122882	30.4358755915411				5.004194440708198	4.591150000000002	4.178105559291805	59.80951024687659	34.57876367712431	42.81220981801959	0
2023-09-01	4.271	4.295	4.136	4.218	3247599.73			4.478255296796044	4.665446067706372	29.001930335367515	-0.1840816089141768	-0.197458599441796	0.013376990527619204	4.939156399330502	4.5500500000000015	4.160943600669501	58.60692345674499	19.168383882110305	34.07083827628162	1
2023-09-02	4.218	4.274	4.201	4.261	1385184.88			4.444831404981268	4.635487099728122	31.808987019587537	-0.18802486536549523	-0.19557185262653584	0.007546987261040611	4.866819327469753	4.513750000000002	4.16068067253025	57.49023572305135	12.454684618863709	22.067277392699435	0
2023-09-03	4.262	4.3	4.226	4.259	1249649.68			4.416241958061073	4.607599166414928	31.74611730601636	-0.18913112195424286	-0.19428370649207724	0.005152584537834376	4.7724379909480295	4.4772500000000015	4.182062009051974	56.181526668229715	16.417910447761198	16.013659649578397	1
