timestamp	open	high	low	close	volume	SMA50	SMA200	EMA12	EMA26	RSI	MACD	MACD_signal	MACD_hist	upper_band	middle_band	lower_band	ADX	stoch_k	stoch_d	target
2023-07-30	29352.9	29449.0	29033.24	29281.09	15706.97441															0
2023-07-31	29281.09	29530.0	29101.8	29232.25	22605.48964															1
2023-08-01	29232.26	29739.25	28585.7	29705.99	44719.65162															0
2023-08-02	29705.99	30047.5	28927.5	29186.01	48181.65141															1
2023-08-03	29186.0	29433.33	28968.0	29193.64	26476.91994															0
2023-08-04	29193.65	29333.08	28807.54	29113.99	23551.95217															0
2023-08-05	29114.0	29152.23	28978.64	29072.13	11645.52018															1
2023-08-06	29072.13	29205.09	28991.88	29088.42	13178.1972															1
2023-08-07	29088.43	29276.78	28701.03	29211.06	30966.87746															1
2023-08-08	29211.06	30244.0	29146.45	29770.42	45700.53392															0
2023-08-09	29770.41	30160.0	29376.67	29581.99	38003.88725															0
2023-08-10	29581.99	29738.0	29320.2	29455.75	23463.45373			29324.394999999993												0
2023-08-11	29455.76	29564.52	29252.45	29426.03	20637.0443			29340.031153846146												1
2023-08-12	29426.02	29481.35	29381.56	29430.17	8971.48068			29353.898668639045												0
2023-08-13	29430.18	29474.65	29272.32	29303.84	11101.70947			29346.19733500227		50.48510565707828										1
2023-08-14	29303.85	29695.32	29102.45	29430.93	31443.11532			29359.233129617307		53.21584226299977										0
2023-08-15	29430.92	29499.26	29059.6	29200.0	27503.87691			29334.735725060797		48.03225309465932										0
2023-08-16	29200.01	29259.85	28723.08	28730.51	32996.69854			29241.77792120529		39.5892398495772								28.40618379282959	39.670177483663466	0
2023-08-17	28730.51	28783.48	25166.0	26623.41	100271.54033			28838.952087173704		21.404364379851327								20.983118757830855	30.531294793112426	0
2023-08-18	26623.41	26832.6	25619.0	26054.0	69790.65711			28410.49791991621		18.880472977092843				30848.374669640318	29004.581499999993	27160.788330359668		16.03275776525025	21.8073534386369	1
2023-08-19	26054.0	26281.0	25801.09	26100.01	26160.75343			28055.0382399291		19.70436836943658				31074.966057654212	28845.527499999997	26616.08894234578		21.52697912564001	19.51428521624037	1
2023-08-20	26100.01	26299.0	25971.05	26189.99	19056.91209			27768.10774147847		21.38597774696775				31195.075517735928	28693.414499999995	26191.753482264063		18.681895759485368	18.747210883458546	0
2023-08-21	26190.0	26258.42	25812.0	26126.92	30267.24233			27515.61731971255		21.053155818950756				31205.65541922648	28514.461	25823.266580773517		19.160561901010894	19.789812262045427	0
2023-08-22	26126.92	26139.42	25300.0	26056.0	34247.06688			27291.060808987542		20.663732308057604				31232.53320944726	28357.960499999997	25483.387790552733		18.96993543361395	18.937464364703406	1
2023-08-23	26055.99	26819.27	25812.82	26432.72	44023.69978			27159.008376835613		28.2552676269498				31184.468365366476	28219.914499999995	25255.360634633515		21.483540172564705	19.87134583572985	0
2023-08-24	26432.71	26577.87	25864.0	26180.05	30205.22116			27008.39939578398	28352.973846153844	26.428630830070066				31135.0527041145	28073.2175	25011.382295885498		22.638664292647196	21.030713299608617	0
2023-08-25	26180.05	26314.05	25777.15	26060.01	27753.33772			26862.493334894138	28183.12467236467	25.58247127716575				31068.265931003294	27922.6115	24776.957068996704		23.277630074838754	22.466611513350216	0
2023-08-26	26060.0	26125.77	25985.92	26017.37	10022.22322			26732.47436029504	28022.698400337656	25.272936679004772				30971.401183651822	27769.058999999997	24566.716816348173	41.89679397477207	20.30790493937278	22.074733102286242	1
2023-08-27	26017.38	26182.23	25966.11	26101.77	12099.64216			26635.44292024965	27880.407407720053	27.15180116010721				30822.708982728745	27613.594499999996	24404.480017271246	41.95359737961245	19.731806687685268	21.105780567298932	1
2023-08-28	26101.78	26253.99	25864.5	26120.0	22692.62655			26556.14400944201	27750.00685900005	27.575378463176136				30542.495322911567	27431.0735	24319.65167708843	42.11776853781335	20.490964747807613	20.176892124955216	1
2023-08-29	26120.0	28142.85	25922.0	27716.34	74251.99488			26734.635700297087	27747.51301759264	53.223859815461886				30293.654037773515	27337.790999999997	24381.92796222648	39.58286036429855	34.99096427614878	25.071245237213883	0
2023-08-30	27716.34	27768.57	27017.24	27299.99	35448.25848			26821.613284866766	27714.36316443763	48.408639579740395				30021.738840706344	27230.002999999997	24438.26715929365	37.229017060320515	47.767894239149825	34.416607754368734	0
2023-08-31	27299.99	27587.51	25655.01	25940.78	51032.80401			26686.10047181034	27582.986633738547	36.72691598956357				29709.083975779107	27055.740499999996	24402.397024220885	35.83139831648636	47.94266072034017	43.56717307854626	0
2023-09-01	25940.77	26156.0	25333.75	25805.05	41032.15056			26550.554245377978	27451.287623831988	35.79791588559276	-849.7628206438712	-1013.0072825235256	163.2444618796544	29343.10332549313	26874.4845	24405.865674506866	34.855279678436304	33.09891492122595	42.936489960238646	1
2023-09-02	25805.04	25987.5	25752.47	25869.51	16250.77698			26445.778207627518	27334.118910955545	36.61788438370132	-845.2117697963695	-979.4481799780945	134.23641018172498	28938.338128657473	26702.767999999993	24467.197871342512	33.94888380024697	20.112914856569976	33.7181634993787	1
2023-09-03	25869.52	26135.0	25800.0	25971.21	17474.47667			26372.76771414636	27233.162695329207	37.96407524252983	-823.9012681945205	-948.3387976213796	124.4375294268591	28399.68547803963	26529.781999999996	24659.87852196036	32.86028619257274	20.469716423073077	24.560515400289663	0
2023-09-04	25971.21	26108.02	25631.21	25826.02	21777.59609			26288.65268120077	27128.9299030826	36.763586172241666	-809.3979262763278	-920.5506233523693	111.15269707604148	27794.86993110403	26361.082999999995	24927.29606889596	32.045125360583924	20.715596437847	20.432742572496682	0
